dong,month,age_group,총인구,1인가구수,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 많은 집단,생활서비스 이용이 많은 집단,lat,lng
대조동,4,3,4961.0,1520.6,204.92,109.2,195.7,11.14,163.57999999999998,37.612256,126.923141
대조동,5,0,7476.0,2292.63,219.28,263.96,198.25,247.33,204.26,37.612256,126.923141
대조동,5,1,7332.0,1721.54,226.64,179.74,194.33,175.71,172.87,37.612256,126.923141
대조동,5,2,7019.0,1287.9,160.89,128.61,148.63,51.95,135.17000000000002,37.612256,126.923141
대조동,5,3,5020.0,1551.32,211.61,122.55,190.22,10.76,157.93,37.612256,126.923141
대조동,6,0,7464.0,2406.16,222.28,274.68,217.76,252.72,215.23,37.612256,126.923141
대조동,6,1,7305.0,1750.85,213.19,199.98,195.93,179.73,177.98,37.612256,126.923141
대조동,6,2,7057.0,1305.74,165.04,145.04,160.09,53.400000000000006,141.59,37.612256,126.923141
대조동,6,3,5078.0,1573.01,183.87,119.83,215.77,11.2,166.91,37.612256,126.923141
대조동,7,0,7453.0,2435.23,255.66,307.7,234.42,258.59,225.7,37.612256,126.923141
대조동,7,1,7278.0,1763.04,235.42,212.94,202.21,180.15,189.97,37.612256,126.923141
대조동,7,2,7097.0,1320.07,178.32,140.54,154.66,51.16,141.1,37.612256,126.923141
대조동,7,3,5138.0,1577.83,244.77,119.64,217.22,10.89,169.35,37.612256,126.923141
대조동,8,0,7441.0,2417.3900000000003,258.72,282.08,234.41,254.43,224.91,37.612256,126.923141
대조동,8,1,7250.0,1742.11,242.29,209.29,188.32,177.42000000000002,175.96,37.612256,126.923141
대조동,8,2,7133.0,1325.26,190.66,136.87,161.49,49.99,144.05,37.612256,126.923141
대조동,8,3,5196.0,1611.12,265.31,112.2,217.49,10.83,170.75,37.612256,126.923141
대조동,9,0,7429.0,2377.9,256.53,274.73,227.71,253.68,220.5,37.612256,126.923141
대조동,9,1,7223.0,1744.35,262.23,207.12,217.56,177.24,186.91,37.612256,126.923141
대조동,9,2,7172.0,1330.88,176.82,151.3,162.93,50.33,140.79,37.612256,126.923141
대조동,9,3,5254.0,1658.04,275.71,117.84,249.85,11.02,179.42000000000002,37.612256,126.923141
대조동,10,0,7418.0,2359.05,240.71,267.05,212.36,244.89,222.75,37.612256,126.923141
대조동,10,1,7196.0,1739.38,265.71,190.42,214.11,169.89,189.79,37.612256,126.923141
대조동,10,2,7211.0,1353.38,190.77,147.01,170.57,52.66,148.91,37.612256,126.923141
대조동,10,3,5312.0,1742.23,279.38,131.62,284.49,11.79,180.84,37.612256,126.923141
대조동,11,0,7406.0,2350.23,259.11,234.68,215.64,240.25,235.32,37.612256,126.923141
대조동,11,1,7169.0,1722.79,253.63,184.5,215.33,164.73,181.99,37.612256,126.923141
대조동,11,2,7249.0,1371.26,197.87,148.04,168.14,53.85,148.26,37.612256,126.923141
대조동,11,3,5372.0,1694.49,271.37,129.9,283.46,12.05,171.73,37.612256,126.923141
대조동,12,0,7967.0,2519.41,232.27,308.06,215.35,276.06,244.59,37.612256,126.923141
대조동,12,1,5297.0,1263.87,181.28,127.62,158.2,125.34,130.06,37.612256,126.923141
대조동,12,2,5979.0,1139.38,157.71,130.65,139.99,45.36,124.73,37.612256,126.923141
대조동,12,3,5190.0,1673.8000000000002,265.77,112.62,278.43,10.82,165.48000000000002,37.612256,126.923141
응암1동,1,0,6666.0,1742.61,161.29999999999998,134.11,157.8,238.56,148.66,37.602766,126.928839
응암1동,1,1,7835.0,1293.83,141.36,90.64,133.75,194.11,103.49,37.602766,126.928839
응암1동,1,2,6669.0,906.27,95.82,67.28,91.9,51.72,83.22,37.602766,126.928839
응암1동,1,3,4622.8,1101.59,119.93,87.86,119.42,11.43,91.93,37.602766,126.928839
응암1동,2,0,6654.0,1731.86,152.11,127.42,182.04,241.36,160.32999999999998,37.602766,126.928839
응암1동,2,1,7805.0,1291.17,125.16,94.69,131.1,205.25,108.53,37.602766,126.928839
응암1동,2,2,6705.0,909.21,95.41,64.91,96.93,53.56,80.66,37.602766,126.928839
응암1동,2,3,4685.389999999999,1127.25,121.37,94.61,130.51,11.89,99.92,37.602766,126.928839
응암1동,3,0,6641.0,1739.97,178.15,155.37,186.59,237.06,154.72,37.602766,126.928839
응암1동,3,1,7793.9,1293.87,129.56,100.53,126.26,192.62,107.24,37.602766,126.928839
응암1동,3,2,6743.0,912.66,94.19,69.07000000000001,88.21,52.44,82.18,37.602766,126.928839
응암1동,3,3,4874.700000000001,1156.34,139.68,99.85,112.93,11.95,102.49,37.602766,126.928839
응암1동,4,0,6630.0,1724.24,192.6,137.1,183.72,218.51,154.57999999999998,37.602766,126.928839
응암1동,4,1,7882.0,1306.94,147.95,93.58,124.78,182.29,109.68,37.602766,126.928839
응암1동,4,2,6857.0,925.81,98.38,74.21000000000001,89.42,51.870000000000005,79.29,37.602766,126.928839
응암1동,4,3,5210.0,1239.27,160.35000000000002,96.61,126.02,12.45,114.53,37.602766,126.928839
응암1동,5,0,6617.0,1670.75,183.64,140.62,168.42,191.64,146.68,37.602766,126.928839
응암1동,5,1,7943.0,1314.53,157.14,84.66,142.67,172.82,108.71,37.602766,126.928839
응암1동,5,2,6894.0,923.26,107.37,70.03999999999999,97.5,50.21,79.6,37.602766,126.928839
응암1동,5,3,5370.0,1292.8200000000002,181.12,99.16,140.54000000000002,12.18,117.28,37.602766,126.928839
응암1동,6,0,6606.0,1696.11,188.5,132.48,168.76,192.53,142.46,37.602766,126.928839
응암1동,6,1,7837.0,1299.1,169.81,85.5,147.07999999999998,164.79,111.45,37.602766,126.928839
응암1동,6,2,6914.0,927.91,116.61,68.83,103.93,49.19,79.13,37.602766,126.928839
응암1동,6,3,5328.0,1277.96,207.88,88.42,152.95,12.03,114.99,37.602766,126.928839
응암1동,7,0,6594.0,1700.65,188.47,134.78,181.41,198.25,141.76,37.602766,126.928839
응암1동,7,1,7799.0,1288.64,157.87,78.60000000000001,145.03,175.82,106.51,37.602766,126.928839
응암1동,7,2,6928.0,935.98,119.5,65.38,112.21,49.72,85.67,37.602766,126.928839
응암1동,7,3,5352.0,1269.91,181.41,92.63,162.57999999999998,12.26,110.96,37.602766,126.928839
응암1동,8,0,6581.0,1704.22,194.52,118.45,191.25,201.17,139.07,37.602766,126.928839
응암1동,8,1,7716.0,1276.66,154.86,85.51,140.86,178.55,109.75,37.602766,126.928839
응암1동,8,2,6924.0,935.57,117.72,67.95,110.66,49.95,86.32,37.602766,126.928839
응암1동,8,3,5262.0,1264.19,158.43,90.11,152.07999999999998,12.3,110.87,37.602766,126.928839
응암1동,9,0,6569.0,1698.15,194.14,156.69,184.29,207.59,147.25,37.602766,126.928839
응암1동,9,1,7655.0,1278.22,158.97,91.64,123.52,178.3,109.77,37.602766,126.928839
응암1동,9,2,6961.0,938.43,114.72,73.5,103.93,50.2,80.38,37.602766,126.928839
응암1동,9,3,5222.0,1272.31,169.13,90.51,138.26,12.06,109.21,37.602766,126.928839
응암1동,10,0,6558.0,1692.09,193.73,148.46,160.9,205.17,141.04000000000002,37.602766,126.928839
응암1동,10,1,7607.0,1284.7,163.6,93.68,132.03,173.15,110.5,37.602766,126.928839
응암1동,10,2,6998.0,951.23,122.55,79.50999999999999,102.94,51.85,78.22,37.602766,126.928839
응암1동,10,3,5257.0,1340.88,182.3,96.98,133.43,12.15,119.76,37.602766,126.928839
응암1동,11,0,6544.0,1672.51,199.72,132.74,163.7,199.46,144.05,37.602766,126.928839
응암1동,11,1,7546.0,1270.22,155.42000000000002,83.86,140.19,166.37,106.22,37.602766,126.928839
응암1동,11,2,7033.0,963.25,124.49,76.24000000000001,104.77,53.3,81.25,37.602766,126.928839
응암1동,11,3,5220.0,1263.66,167.59,95.2,140.04,12.48,105.48,37.602766,126.928839
응암1동,12,0,6702.0,1720.97,176.93,171.14,170.7,223.83,152.07999999999998,37.602766,126.928839
응암1동,12,1,8354.0,1365.83,155.7,125.25,141.73,187.49,120.12,37.602766,126.928839
응암1동,12,2,7229.0,990.98,115.48,89.17,108.08,57.620000000000005,87.47,37.602766,126.928839
응암1동,12,3,5870.0,1451.99,173.94,112.88,177.25,14.57,122.73,37.602766,126.928839
응암2동,1,0,4196.0,359.77,42.04,35.63,41.26,125.01,31.74,37.602766,126.928839
응암2동,1,1,6371.7,542.09,64.26,34.4,57.13,132.98,38.67,37.602766,126.928839
응암2동,1,2,4788.4,414.24,55.74,29.36,45.86,31.28,32.62,37.602766,126.928839
응암2동,1,3,3351.6,905.2,172.87,56.45,114.05,5.859999999999999,85.64,37.602766,126.928839
응암2동,2,0,4187.0,363.33,42.41,30.87,39.95,139.04,32.269999999999996,37.602766,126.928839
응암2동,2,1,6440.0,545.5699999999999,53.900000000000006,33.7,57.79,144.98,39.28,37.602766,126.928839
응암2동,2,2,4804.4,419.01,53.02,29.89,43.7,32.67,34.57,37.602766,126.928839
응암2동,2,3,3443.2,941.93,129.72,59.67,118.3,6.73,88.86,37.602766,126.928839
응암2동,3,0,4178.0,361.14,42.96,36.79,38.29,135.74,32.89,37.602766,126.928839
응암2동,3,1,6804.0,580.28,56.08,36.95,56.42,153.89,42.72,37.602766,126.928839
응암2동,3,2,4920.6,418.85,50.870000000000005,29.15,39.19,31.89,33.65,37.602766,126.928839
응암2동,3,3,3639.7,981.66,144.82,74.42,89.52,7.0,91.06,37.602766,126.928839
응암2동,4,0,4168.0,356.14,42.18,27.119999999999997,34.949999999999996,126.41,28.59,37.602766,126.928839
응암2동,4,1,6961.0,595.04,62.88,35.61,60.1,146.47,43.24,37.602766,126.928839
응암2동,4,2,5050.0,425.56,54.78,26.89,41.239999999999995,33.32,33.519999999999996,37.602766,126.928839
응암2동,4,3,3704.0,999.2,164.82999999999998,75.84,113.12,6.96,96.7,37.602766,126.928839
응암2동,5,0,4161.0,344.64,41.22,32.28,38.31,117.25,28.52,37.602766,126.928839
응암2동,5,1,6632.0,574.41,63.07,49.26,57.17,137.08,42.12,37.602766,126.928839
응암2동,5,2,4956.0,429.99,55.73,33.83,42.7,33.64,36.379999999999995,37.602766,126.928839
응암2동,5,3,3571.0,972.1,140.11,63.96,131.76999999999998,6.68,94.49,37.602766,126.928839
응암2동,6,0,4150.0,350.28999999999996,43.27,29.86,38.78,118.19,31.049999999999997,37.602766,126.928839
응암2동,6,1,6465.0,552.35,59.39,38.21,51.49,130.53,37.64,37.602766,126.928839
응암2동,6,2,4954.0,424.99,58.35,26.53,41.68,33.89,36.93,37.602766,126.928839
응암2동,6,3,3539.0,957.98,146.99,68.64,123.78,6.54,91.88,37.602766,126.928839
응암2동,7,0,4143.0,351.68,45.7,32.9,43.27,119.73,30.31,37.602766,126.928839
응암2동,7,1,6464.0,550.92,60.77,37.15,56.739999999999995,134.37,38.32,37.602766,126.928839
응암2동,7,2,4959.0,430.39,58.69,29.49,46.95,33.6,32.43,37.602766,126.928839
응암2동,7,3,3543.0,953.52,163.16,63.69,146.82,6.38,95.03,37.602766,126.928839
응암2동,8,0,4134.0,347.69,44.46,24.59,45.08,120.48,27.45,37.602766,126.928839
응암2동,8,1,6561.0,557.31,62.78,42.13,57.06,139.26,36.53,37.602766,126.928839
응암2동,8,2,5049.0,434.7,57.95,33.13,49.55,34.84,33.62,37.602766,126.928839
응암2동,8,3,3592.0,973.36,157.35,62.78,145.89999999999998,6.5,92.63,37.602766,126.928839
응암2동,9,0,4125.0,348.23,43.98,35.57,48.27,122.09,30.69,37.602766,126.928839
응암2동,9,1,6601.0,562.18,56.56,48.47,55.68,148.19,37.72,37.602766,126.928839
응암2동,9,2,5136.0,443.27,57.69,35.69,51.26,35.92,36.17,37.602766,126.928839
응암2동,9,3,3652.0,996.3,129.68,60.82000000000001,128.18,6.75,90.71,37.602766,126.928839
응암2동,10,0,4116.0,348.56,39.260000000000005,34.66,36.93,117.42,30.729999999999997,37.602766,126.928839
응암2동,10,1,6535.0,564.79,55.9,46.989999999999995,49.94,139.29999999999998,40.629999999999995,37.602766,126.928839
응암2동,10,2,5109.0,447.26,59.47,32.22,47.56,35.69,37.48,37.602766,126.928839
응암2동,10,3,3707.0,1067.36,136.17000000000002,61.599999999999994,119.07,7.13,104.75,37.602766,126.928839
응암2동,11,0,4107.0,347.98,39.73,36.08,33.769999999999996,113.13,34.19,37.602766,126.928839
응암2동,11,1,6254.0,543.4,53.85,44.99,48.16,132.26,39.38,37.602766,126.928839
응암2동,11,2,5090.0,453.55,56.489999999999995,36.57,43.38,35.87,38.41,37.602766,126.928839
응암2동,11,3,3680.0,1004.02,128.7,57.129999999999995,94.07,7.33,94.97,37.602766,126.928839
응암2동,12,0,4076.0,344.0,38.49,32.17,34.56,119.36,32.86,37.602766,126.928839
응암2동,12,1,7797.0,662.65,65.16,50.05,59.47,156.37,46.0,37.602766,126.928839
응암2동,12,2,5336.0,473.21,59.19,33.660000000000004,44.94,38.5,39.5,37.602766,126.928839
응암2동,12,3,4145.0,1158.19,151.88,68.47,118.21,7.83,118.16,37.602766,126.928839
신사1동,1,0,6023.0,921.55,91.09,81.86,99.85,194.61,90.44,37.602766,126.928839
신사1동,1,1,6637.0,779.5999999999999,71.37,69.88,82.55000000000001,171.37,76.02,37.602766,126.928839
신사1동,1,2,6203.0,614.3299999999999,58.6,48.45,68.35,53.059999999999995,53.989999999999995,37.602766,126.928839
신사1동,1,3,4530.5,1000.71,75.52,83.37,133.53,10.59,82.94999999999999,37.602766,126.928839
신사1동,2,0,6012.0,917.96,110.36,75.77,119.75,188.94,91.61,37.602766,126.928839
신사1동,2,1,6612.0,786.39,81.11,72.41,92.95,168.47,75.01,37.602766,126.928839
신사1동,2,2,6243.6,628.35,65.31,49.44,73.75999999999999,52.8,56.04,37.602766,126.928839
신사1동,2,3,4685.4,1049.29,89.66,82.92,158.59,10.48,86.56,37.602766,126.928839
신사1동,3,0,6000.0,919.51,99.23,75.52,122.37,185.11,97.72,37.602766,126.928839
신사1동,3,1,6587.0,778.1899999999999,76.08,69.07000000000001,91.16,163.29,72.63,37.602766,126.928839
신사1동,3,2,6350.5,639.78,62.19,48.64,73.65,52.52,55.28,37.602766,126.928839
신사1동,3,3,5025.5,1116.74,95.25,91.38,149.26,11.27,97.44,37.602766,126.928839
신사1동,4,0,5990.0,910.32,93.98,69.59,110.29,182.97,98.39,37.602766,126.928839
신사1동,4,1,6564.0,776.83,64.92999999999999,65.61,79.05,165.9,72.16,37.602766,126.928839
신사1동,4,2,6417.0,643.51,57.48,50.05,71.22,53.54,55.78,37.602766,126.928839
신사1동,4,3,5198.0,1143.75,80.41,90.83,122.46,12.61,94.69,37.602766,126.928839
신사1동,5,0,5981.0,909.49,80.45,88.5,96.83,185.75,99.96,37.602766,126.928839
신사1동,5,1,6539.0,781.29,57.510000000000005,75.92,76.51,171.57999999999998,74.68,37.602766,126.928839
신사1동,5,2,6416.0,647.34,56.57,55.03,67.43,56.46,57.21,37.602766,126.928839
신사1동,5,3,5228.0,1157.16,70.87,96.51,116.94,13.14,95.37,37.602766,126.928839
신사1동,6,0,5970.0,902.25,76.19,67.66,93.4,186.89,95.98,37.602766,126.928839
신사1동,6,1,6515.0,768.55,56.15,72.64,75.94,177.76,74.07,37.602766,126.928839
신사1동,6,2,6405.0,640.35,47.84,55.61,65.2,60.27,55.14,37.602766,126.928839
신사1동,6,3,5212.0,1140.64,82.16,94.45,111.01,14.27,90.71,37.602766,126.928839
신사1동,7,0,5958.0,903.94,83.87,74.81,109.09,179.68,93.45,37.602766,126.928839
신사1동,7,1,6491.0,762.5,60.16,69.53,77.09,170.99,73.22,37.602766,126.928839
신사1동,7,2,6429.0,646.54,50.75,51.739999999999995,73.3,57.3,58.14,37.602766,126.928839
신사1동,7,3,5154.0,1122.12,93.63,97.36,125.93,13.43,91.24,37.602766,126.928839
신사1동,8,0,5948.0,906.0,85.91,73.38,122.01,179.69,92.44,37.602766,126.928839
신사1동,8,1,6466.0,756.1,59.73,61.47,79.4,161.92000000000002,75.15,37.602766,126.928839
신사1동,8,2,6436.0,647.47,50.32,55.51,76.25,53.75,60.79,37.602766,126.928839
신사1동,8,3,4932.0,1093.46,79.15,94.64,126.95,12.17,95.61,37.602766,126.928839
신사1동,9,0,5936.0,903.26,92.32,76.93,132.63,179.89,92.09,37.602766,126.928839
신사1동,9,1,6442.0,759.75,69.21000000000001,63.95,82.42,160.14,74.05,37.602766,126.928839
신사1동,9,2,6472.0,651.07,55.22,55.71,78.25999999999999,53.28,61.44,37.602766,126.928839
신사1동,9,3,4830.0,1085.1,82.72,95.79,129.62,11.26,93.33,37.602766,126.928839
신사1동,10,0,5924.0,889.77,91.89,81.84,106.94,176.97,92.22,37.602766,126.928839
신사1동,10,1,6417.0,764.76,62.349999999999994,67.4,82.67,166.82,76.69,37.602766,126.928839
신사1동,10,2,6505.0,652.72,55.43,55.77,74.93,55.88,60.1,37.602766,126.928839
신사1동,10,3,4848.0,1137.52,87.24000000000001,102.19,129.12,12.08,96.86,37.602766,126.928839
신사1동,11,0,5913.0,895.41,83.1,71.38,93.58,176.94,96.65,37.602766,126.928839
신사1동,11,1,6392.0,765.11,57.6,67.96000000000001,77.78999999999999,169.85,74.91,37.602766,126.928839
신사1동,11,2,6537.0,659.89,47.6,55.45,64.54,58.73,61.989999999999995,37.602766,126.928839
신사1동,11,3,4932.0,1100.03,71.51,97.44,89.14,13.35,93.09,37.602766,126.928839
신사1동,12,0,5446.0,826.6,73.94,74.26,89.23,166.22,87.99,37.602766,126.928839
신사1동,12,1,5503.0,652.28,49.96,64.52,68.21,144.09,63.83,37.602766,126.928839
신사1동,12,2,6564.0,669.4200000000001,51.34,60.02,64.07,59.78,58.41,37.602766,126.928839
신사1동,12,3,5515.0,1258.94,75.43,111.1,82.44,13.94,105.01,37.602766,126.928839
신사2동,1,0,4321.0,566.26,68.1,51.25,60.66,128.06,63.879999999999995,37.602766,126.928839
신사2동,1,1,5036.0,628.77,63.6,45.72,59.02,123.04,60.47,37.602766,126.928839
신사2동,1,2,5080.0,570.99,63.07,41.84,52.86,41.69,60.27,37.602766,126.928839
신사2동,1,3,3351.7,846.64,111.27,67.88,84.84,7.45,83.41,37.602766,126.928839
신사2동,2,0,4314.0,568.0,66.98,43.1,61.55,129.49,66.22,37.602766,126.928839
신사2동,2,1,5018.0,630.41,70.47,45.59,59.0,122.98,63.21,37.602766,126.928839
신사2동,2,2,5110.0,581.64,63.43,48.61,60.6,42.04,58.77,37.602766,126.928839
신사2동,2,3,3488.4,894.0799999999999,107.97,73.37,99.63,7.38,93.67,37.602766,126.928839
신사2동,3,0,4306.0,561.4200000000001,62.14,47.2,58.14,132.37,66.63,37.602766,126.928839
신사2동,3,1,5001.0,631.0799999999999,59.41,44.81,56.49,128.51,64.68,37.602766,126.928839
신사2동,3,2,5140.0,584.7,56.21,51.37,54.58,43.3,60.3,37.602766,126.928839
신사2동,3,3,3739.2,945.83,61.65,79.94,84.41,8.51,97.26,37.602766,126.928839
신사2동,4,0,4298.0,555.12,51.63,45.19,48.74,139.59,64.25,37.602766,126.928839
신사2동,4,1,4981.0,623.94,50.43,54.35,53.48,131.14,62.88,37.602766,126.928839
신사2동,4,2,5170.0,585.22,47.510000000000005,55.1,49.91,45.31,60.93,37.602766,126.928839
신사2동,4,3,3870.0,979.02,66.72999999999999,83.46000000000001,70.28999999999999,9.19,105.69,37.602766,126.928839
신사2동,5,0,4290.0,541.8299999999999,51.05,45.63,44.74,126.27,60.77,37.602766,126.928839
신사2동,5,1,4963.0,623.1800000000001,54.2,50.07,49.03,124.54,63.11,37.602766,126.928839
신사2동,5,2,5197.0,581.92,46.65,57.21,46.61,46.09,59.33,37.602766,126.928839
신사2동,5,3,3926.0,1003.67,82.69,84.03999999999999,89.72999999999999,8.92,106.8,37.602766,126.928839
신사2동,6,0,4281.0,544.57,50.33,44.31,47.71,127.35,66.15,37.602766,126.928839
신사2동,6,1,4945.0,615.39,47.29,50.91,44.48,126.21,62.9,37.602766,126.928839
신사2동,6,2,5228.0,578.14,46.9,51.42,42.78,47.43,58.67,37.602766,126.928839
신사2동,6,3,3898.0,993.02,88.22,88.15,81.37,9.54,104.48,37.602766,126.928839
신사2동,7,0,4274.0,552.12,50.61,48.3,47.79,128.23000000000002,64.93,37.602766,126.928839
신사2동,7,1,4926.0,615.46,46.34,49.42,56.27,125.23,63.02,37.602766,126.928839
신사2동,7,2,5256.0,581.86,50.49,47.21,48.03,46.15,59.400000000000006,37.602766,126.928839
신사2동,7,3,3918.0,976.79,80.3,81.17,85.89,9.39,100.02,37.602766,126.928839
신사2동,8,0,4265.0,553.44,52.18,48.82,58.4,131.47,60.83,37.602766,126.928839
신사2동,8,1,4907.0,610.99,51.42,45.15,60.99,118.23,59.27,37.602766,126.928839
신사2동,8,2,5287.0,584.84,53.379999999999995,42.88,52.4,44.87,58.83,37.602766,126.928839
신사2동,8,3,3908.0,997.45,80.74000000000001,81.28999999999999,99.62,8.92,104.53,37.602766,126.928839
신사2동,9,0,4258.0,544.34,53.42,48.059999999999995,57.34,129.64,63.24,37.602766,126.928839
신사2동,9,1,4890.0,612.93,59.71,42.1,59.35,118.07,61.35,37.602766,126.928839
신사2동,9,2,5316.0,591.1,56.22,48.72,57.36,45.62,61.24,37.602766,126.928839
신사2동,9,3,3888.0,994.85,92.98,88.55,107.62,9.32,102.48,37.602766,126.928839
신사2동,10,0,4249.0,538.18,50.22,45.919999999999995,45.010000000000005,120.86,60.71,37.602766,126.928839
신사2동,10,1,4872.0,617.0899999999999,64.13,47.43,54.28,118.23,66.28,37.602766,126.928839
신사2동,10,2,5345.0,601.87,60.7,48.23,53.47,45.760000000000005,65.16,37.602766,126.928839
신사2동,10,3,3842.0,1024.95,131.75,90.82,115.62,9.56,101.07,37.602766,126.928839
신사2동,11,0,4242.0,536.98,53.02,45.41,42.62,122.66,59.11,37.602766,126.928839
신사2동,11,1,4853.0,612.85,58.93,43.65,51.73,115.81,65.64,37.602766,126.928839
신사2동,11,2,5375.0,608.2,56.57,47.370000000000005,54.84,45.95,63.35,37.602766,126.928839
신사2동,11,3,3699.0,940.49,116.9,81.68,117.22,9.31,98.2,37.602766,126.928839
신사2동,12,0,3721.0,474.62,46.94,32.14,38.81,109.64,53.75,37.602766,126.928839
신사2동,12,1,3766.0,476.63,44.24,38.31,41.41,94.7,51.74,37.602766,126.928839
신사2동,12,2,4738.0,527.27,51.150000000000006,39.71,47.37,41.26,50.96,37.602766,126.928839
신사2동,12,3,4000.0,1025.18,130.54,90.97,119.1,9.7,103.36,37.602766,126.928839
증산동,1,0,3891.0,495.22,38.53,47.2,27.66,149.77,50.239999999999995,37.584166,126.905952
증산동,1,1,4480.0,544.5699999999999,35.94,60.64,24.7,128.73,42.07,37.584166,126.905952
증산동,1,2,4625.0,476.43,24.51,56.75,18.75,45.48,34.35,37.584166,126.905952
증산동,1,3,3008.7,635.97,35.370000000000005,59.559999999999995,19.25,7.630000000000001,46.65,37.584166,126.905952
증산동,2,0,3883.0,492.89,39.23,42.79,30.15,150.2,45.34,37.584166,126.905952
증산동,2,1,4464.0,536.09,37.96,55.28,27.76,129.05,44.38,37.584166,126.905952
증산동,2,2,4651.0,479.36,25.94,59.84,20.37,44.67,37.29,37.584166,126.905952
증산동,2,3,3068.8,652.78,46.11,66.54,23.55,7.67,48.55,37.584166,126.905952
증산동,3,0,3876.0,484.1,34.73,53.379999999999995,27.99,146.78,44.8,37.584166,126.905952
증산동,3,1,4449.0,535.26,36.42,60.31,24.72,130.5,43.49,37.584166,126.905952
증산동,3,2,4679.0,488.39,28.29,63.98,21.99,44.07,38.42,37.584166,126.905952
증산동,3,3,3241.4,680.11,45.18,72.45,20.65,7.98,47.01,37.584166,126.905952
증산동,4,0,3871.0,470.3200000000001,34.24,48.510000000000005,24.53,140.67000000000002,43.05,37.584166,126.905952
증산동,4,1,4431.0,530.17,33.07,64.10000000000001,29.84,129.3,43.39,37.584166,126.905952
증산동,4,2,4706.0,490.56,25.5,62.84,23.43,45.88,37.13,37.584166,126.905952
증산동,4,3,3346.0,694.91,31.08,79.31,22.24,8.39,49.239999999999995,37.584166,126.905952
증산동,5,0,3862.0,457.45,23.35,52.21,24.75,137.27,39.31,37.584166,126.905952
증산동,5,1,4415.0,530.06,33.37,61.86,27.9,129.32,43.54,37.584166,126.905952
증산동,5,2,4733.0,494.55,23.37,63.14,26.25,47.010000000000005,36.24,37.584166,126.905952
증산동,5,3,3253.0,674.28,44.06,80.04,23.75,8.58,46.68,37.584166,126.905952
증산동,6,0,3856.0,465.12,22.71,50.17,23.25,133.61,38.55,37.584166,126.905952
증산동,6,1,4399.0,521.1,33.89,54.35,23.81,125.16,42.43,37.584166,126.905952
증산동,6,2,4757.0,491.34,26.26,59.54,26.29,45.89,38.0,37.584166,126.905952
증산동,6,3,3257.0,678.74,49.84,76.22,25.81,8.58,50.05,37.584166,126.905952
증산동,7,0,3849.0,472.08,27.44,53.620000000000005,21.79,133.86,41.5,37.584166,126.905952
증산동,7,1,4382.0,523.12,28.51,55.97,23.7,123.65,42.38,37.584166,126.905952
증산동,7,2,4785.0,499.3,26.76,59.81,19.65,44.45,41.52,37.584166,126.905952
증산동,7,3,3244.01,672.12,39.45,70.64,10.94,8.17,50.24,37.584166,126.905952
증산동,8,0,3842.0,469.79,27.369999999999997,56.33,24.29,137.34,40.18,37.584166,126.905952
증산동,8,1,4366.0,523.87,28.42,61.48,22.97,124.48,43.23,37.584166,126.905952
증산동,8,2,4813.0,504.23,27.909999999999997,64.1,18.02,44.98,43.05,37.584166,126.905952
증산동,8,3,3263.0,683.09,33.17,74.71,10.28,8.03,52.08,37.584166,126.905952
